MIN;AVG;MAX
14;60;67
44;59;64
36;55;66
35;53;66
5;47;55
34;49;53
32;50;53
33;49;53
36;46;52
34;48;54
26;47;53
31;48;54
29;47;54
3;47;54
6;43;51
26;46;50
31;46;50
32;47;50
33;46;50
31;47;50
29;43;50
29;44;49
31;45;50
31;48;50
23;45;50
29;45;50
31;46;51
24;42;50
19;43;50
32;45;49
27;42;50
29;44;50
29;46;50
32;45;49
28;44;50
32;47;51
29;44;47
31;45;48
30;46;50
32;48;51
32;46;51
32;47;50
33;48;50
25;46;50
33;47;52
33;48;50
27;43;50
30;45;50
14;43;51
26;44;50
19;42;48
20;43;49
18;41;50
32;43;49
5;38;49
31;45;50
23;44;49
29;43;47
7;35;49
16;23;28
13;22;28
15;23;29
12;24;29
16;23;29
15;24;29
16;24;29
17;26;29
17;25;29
15;25;30
18;25;29
17;25;29
16;23;29
19;25;29
19;24;29
16;24;29
18;26;29
18;25;29
18;25;29
18;25;28
19;25;29
18;25;29
17;25;30
19;26;29
16;25;29
16;25;29
19;25;29
18;25;29
13;22;29
19;25;30
17;25;29
19;26;29
19;25;29
17;26;29
18;24;28
18;25;29
19;25;29
17;25;29
15;25;29
18;25;29
20;25;29
15;25;29
19;26;29
19;25;29
20;25;29
15;25;29
16;25;29
16;25;29
15;24;29
14;25;29
13;25;29
17;26;29
14;25;29
16;24;29
13;23;29
16;25;29
14;25;29
15;26;30
16;25;29
17;26;29
16;25;29
17;25;29
17;25;29
16;25;29
16;25;29
15;25;29
17;25;29
16;25;29
16;25;29
20;26;29
16;25;29
16;25;29
17;26;29
17;26;29
14;25;29
16;25;29
16;25;28
16;25;29
16;25;29
16;25;29
14;24;29
13;25;29
17;26;29
17;25;29
17;25;29
17;25;29
16;26;29
16;26;29
17;26;29
15;25;29
16;26;29
16;25;28
16;25;29
17;25;29
13;25;29
17;26;29
17;25;29
13;25;29
16;25;29
17;25;29
16;26;29
16;25;29
17;26;29
14;25;29
17;25;28
16;24;28
16;24;29
13;23;29
17;25;29
18;25;29
16;24;29
20;26;29
19;24;29
19;25;29
18;24;28
17;24;29
17;25;29
17;26;29
15;25;29
15;23;28
15;25;29
19;25;29
18;26;29
17;25;29
20;25;29
18;25;29
17;24;28
19;25;29
19;26;29
20;25;29
16;25;29
3;23;28
13;25;28
13;21;29
20;27;30
22;28;30
23;28;30
22;28;30
17;27;29
21;28;30
21;28;30
18;27;29
